1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,"-","-","-"
"Name founder","Female",39,"email","url_linkedin_profile","proyect name","Consumer Goods","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",13,"French",39,"CEO",42,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Law & Economics (incl. business sciences)",16,6,5,false,100000,true,8,true,"To have a strong focus on what the firm is able to achieve for society-at-large",3000,70000,false,3,"Friends",2,"SALES FORCE","SALE FORCES",true,"leader name","2018-09-01",false,"N/A","N/A","MVP","Seed","url_project","url_project_linkedin","Natural skincare brand, offering the opportunity to set up his own care",true,true,"B2C",true,20,"Excellent",3,4430,200000,500000,12,false,"Go-to skincare",3,"Portugal","Lisboa",,true,"typology",,2,false,190000000000,15,"Marketing","The creams and serums formulas, elaborated after 2 years of testing on consumers","2020-07-01",false,"N/A","Hire a business strategy team","[""Incubators/accelerators"",""Media"",""Suppliers""]","N/A",4,"to details : what is an emergency case?","project","questionnaireid","founder"
"Name founder","Male",37,"email","url_linkedin_profile","proyect name","Consumer Goods","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",3,"Portuguese",38,"CMO",42,true,"N/A","N/A","To play a proactive role in shaping the activities of a group of people that I strongly identify with","Masters","Law & Economics (incl. business sciences)",13,3,2,false,100000,true,30,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",500,80000,false,3,"Friends",2,"r&d related to the product","social media expert",true,"leader name","2018-09-01",false,"N/A","N/A","MVP","Seed","url_project","url_project_linkedin","Natural skincare addressed to each skin type and major skin problem",true,true,"B2C",true,20,"Excellent",3,4430,200000,500000,12,false,"Respire",3,"Portugal","Lisbon",,true,"Typology","Variety",2,false,190000000000,15,"Marketing","Product formulas and brand","2020-07-01",false,"N/A","Get support from mentors/consultants and try to understand what went wrong and fix it rapidly.","[""Suppliers"",""Investors"",""Incubators/accelerators"",""Public Institutions""]","Thank you for the support.",4,"Some of the questions were not that clear like the ""emergency"" for example. Also the questionaire is a little bit too long.","project","questionnaireid","founder"
"Name founder","Male",38,"email","url_linkedin_profile","proyect name","Consumer Goods","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",13,"Brazilian",23,"COO",42,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Engineering (incl. computer sciences and architecture)",13,2,1,false,100000,true,6,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",0,70000,false,3,"Incubator",1,"COMMUNITY GROWTH SKILLS","COMMUNITY MANAGER",true,"leader name","2018-09-01",false,"N/A","N/A","MVP","Seed","url_project","url_project_linkedin","We make skincare clean, natural & easy with products that fit each skin type and each skin issue.",true,true,"B2C",true,20,"Excellent",3,4400,200000,500000,12,false,"Typology",3,"Portugal","LISBON",,true,"TYPOLOGY","Variety",2,false,190000000000,15,"Marketing","PRODUCT FORMULAS AND BRAND","2020-07-01",false,"N/A","redo the investment plan","[""Incubators/accelerators"",""Media"",""Suppliers"",""Public Institutions"",""Investors""]","N/A",4,"N/A","project","questionnaireid","founder"
"Name founder","Male",33,"email","url_linkedin_profile","proyect name","Financial Services","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",10,"Ukrainian",30,"CEO",80,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Law & Economics (incl. business sciences)",14,11,3,false,0,true,100,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",1000,90000,false,3,"Incubator",1,"business","sales",true,"leader name","2020-09-10",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Verify and onboard your customers in minutes. Anytime. Anywhere.",true,true,"B2B",false,0,"Excellent",5,0,300000,600000,2,false,"blue ocean in Ukraine",3,"Ukraine","Kiev","Ukraine",false,"no",,3,false,40000000000,20,"Tech","team","2020-01-01",false,"N/A","pivot to banking API aggregator","[""Incubators/accelerators""]","we will reach 100m valuation in 5 years!",5,"faster scroll up and down","project","questionnaireid","founder"
"Name founder","Male",40,"email","url_linkedin_profile","proyect name","Advertising","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",2,"Spanish",30,"CTO",50,true,"N/A","N/A","To play a proactive role in changing how the world operates","Undergraduate","Engineering (incl. computer sciences and architecture)",20,0,14,false,0,true,5,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",100,40000,false,3,"Incubator",0,"technology and math skills","Full Stack Developer",true,"leader name","2020-07-20",false,"N/A","N/A","Product-Market fit","Pre-seed","url_project","url_project_linkedin","The perfect union between advertisers, media and creative agencies",true,true,"B2B",false,75,"Good",0,"N/A","N/A","N/A",6,false,"NO",3,"Spain","Madrid","Spain",true,"Traditional Media Agence","Tech",2,false,13500000000,2,"Marketing","platform","2021-10-01",false,"N/A","Search for new investors","[""Incubators/accelerators"",""Suppliers""]","N/A",4,"N/A","project","questionnaireid","founder"
"Name founder","Male",55,"email","url_linkedin_profile","proyect name","Advertising","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",31,"Spanish",25,"COO",46,true,"N/A","N/A","To advance my career in the business world","Masters",,34,0,7,false,0,true,1,false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",100,50000,false,3,"Incubator",0,"technological","technology",true,"leader name","2020-08-10",false,"N/A","N/A","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Digital platform that allows media plans generations connecting advertisers, media and creatives",true,true,"B2B",false,75,"Excellent",0,"N/A","N/A","N/A",6,false,"N/A",3,"Spain","Madrid","Spain",false,"Traditional media agency","Tech",2,false,13500000000,2,"Marketing","Platform","2021-10-01",false,"N/A","we will continue working on the project and look for other investors","[""Incubators/accelerators"",""Suppliers""]","N/A",4,"I have seen questions that are not relevant","project","questionnaireid","founder"
"Name founder","Male",29,"email","url_linkedin_profile","proyect name","Advertising","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",0,"Spanish",30,"CEO",50,true,"N/A","N/A","To advance my career in the business world","Masters","Engineering (incl. computer sciences and architecture)",5,0,0,"N/A",0,true,3,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",100,50000,false,3,"Incubator",0,"Technological skills","Software developer",true,"leader name","2020-07-27",false,"N/A","N/A","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Digital platform that allows media plan generations, connecting advertisers, media and creatives",true,true,"B2B",false,75,"Excellent",0,"N/A","N/A","N/A",6,false,"N/A",3,"Spain","Madrid","Spain",true,"Traditional media agencies (Havas Group, Ymedia,...)","Tech",2,false,13500000000,2,"Marketing","Digital platform","2021-10-01",false,"N/A","Search for new investors or industrial partners","[""Incubators/accelerators"",""Suppliers""]","N/A",5,"Certain questions, such as those related to the MRR index, refer only to subscription models that do not apply to all business models","project","questionnaireid","founder"
"Name founder","Male",40,"email","url_linkedin_profile","proyect name","Financial Services","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",14,"Ukrainian",30,"COO",50,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Law & Economics (incl. business sciences)",20,4,2,false,10000,true,10,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",1000,90000,false,3,"Colleagues",1,"business development","sales",true,"leader name","2020-09-10",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Verify and onboard your customers in minutes. Anytime. Anywhere.",true,true,"B2B",false,0,"Excellent",5,0,300000,600000,2,false,"Blue ocean in Ukraine",3,"Ukraine","Kyiv","Ukraine",false,"no",,3,false,40000000000,20,"Tech","Team","2022-01-01",false,"N/A","Pivot to banking API aggregator","[""Incubators/accelerators""]","I am confident in our team and we can achieve a multimillion dollar valuation of our company.",5,"Make it possible to return to previous questions.","project","questionnaireid","founder"
"Name founder","Male",32,"email","url_linkedin_profile","proyect name","Financial Services","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",10,"Ukrainian",30,"CTO",70,true,"N/A","N/A","To advance my career in the business world","Masters","Engineering (incl. computer sciences and architecture)",13,8,8,false,0,true,10,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",1000,90000,false,3,"Incubator",1,"acceleration","sales",true,"leader name","2020-09-10",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","quick, secure and intuitive onboarding process of customers all over the World",true,true,"B2B",false,0,"Excellent",5,0,350000,700000,2,false,"https://shuftipro.com/",3,"Ukraine","Kiev","Ukraine",false,"no",,3,false,40000000000,20,"Tech","Team","2022-01-01",false,"N/A","PSD2 and OpenBanking APIs aggregator","[""Incubators/accelerators""]","we will arrange serious competition in our niche!",5,"everything is great","project","questionnaireid","founder"
"Name founder","Male",27,"email","url_linkedin_profile","proyect name","Software","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",1,"Spanish",36,"CEO",60,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters",,3,0,1,false,0,true,5,true,"To have a strong focus on what the firm is able to achieve for society-at-large",100,80,false,3,"Incubator",1,"Management skills in order to lead the incoming employees of the company.","Sales manager",true,"leader name","2020-07-10",false,"N/A","N/A","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Contract management software to improve company's processes, reducing costs and increasing revenue.",true,true,"B2B",true,74,"Excellent",0,59,243000,1500000,12,false,"Docusign",3,"Spain","Valencia","Spain",true,"Signaturit","Service",2,false,1460000000,67,"Tech","Registered domain, goodwill and software code.","2022-01-01",false,"N/A","If I can sustain myself I would try to create another company. If I can't I would find a corporate job in which I can develop new skills that can help me start another company.","[""Investors"",""Incubators/accelerators""]","I am grateful for this opportunity and I have enjoyed every step of the process. I can't wait to keep growing as a team, individual and as a company. I am loving bringing value to other people and I really aim to create a positive impact in the world.",5,"Some multiple choice questions had no answers I identified with.","project","questionnaireid","founder"
"Name founder","Male",29,"email","url_linkedin_profile","proyect name","Software","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",6,"Spanish",32,"CTO",60,true,"N/A","N/A","To play a proactive role in changing how the world operates",,,8,0,3,false,0,true,12,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",100,80000,false,3,"Incubator",1,"Improvement of processes and management for the development","Sales manager",true,"leader name","2020-07-10",false,"N/A","N/A","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Comprehensive solution to optimise contract cycle processes",true,true,"B2B",true,74,"Excellent",0,59,243000,1500000,12,false,"docusign",3,"Spain","Valencia","Spain",true,"signaturit","Service",2,false,1460000000,67,"Tech","domain registration, goodwill, software code","2022-01-01",false,"N/A","Re-starting or resuming a vehicle job","[""Investors"",""Incubators/accelerators""]","I have had the opportunity to meet my co-founders at demium and be an incredible team since our selection at the allstartup, hungry and eager to keep growing... enjoying ourselves, working hard and improving every day.",4,"There are questions that are too open-ended or not selected at all some selection questions were not 100% in line with my vision","project","questionnaireid","founder"
"Name founder","Male",27,"email","url_linkedin_profile","proyect name","Software","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",5,"Brazilian",32,"CMO",60,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters",,7,2,1,false,0,true,2,true,"To have a strong focus on what my firm can achieve vis-à-vis the competition",100,80000,false,3,"Incubator",1,"Process implementation, team management and product development.","Salesman",true,"leader name","2020-07-10",false,"N/A","N/A","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Contract management software focused on process optimization and cost reduction",true,true,"B2B",true,74,"Excellent",0,59,243000,1500000,12,false,"Docusign",3,"Spain","Valencia","Spain",true,"Signaturit","Service",2,false,1460000000,67,"Tech","Goodwill and software code.","2022-01-01",false,"N/A","In case of not having resources to keep going as an entrepreneur, I'd find job and keep searching/going with another project until be able to go full time again on my company.","[""Investors"",""Incubators/accelerators""]","I think we have a solid team and despite the fact that we still have a lot to learn, I'm 100%  sure that we can make it happen, as we did until now. The experience we gained until now is incredible and it's clear how we developed ourselves on the last months. I'm grateful to be part of all this and to be able to fill this form and talk to you.",4,"Some of the questions might be ambiguous since there's no description. In general, it's well done!","project","questionnaireid","founder"
"Name founder","Male",31,"email","url_linkedin_profile","proyect name","Financial Services","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",7,"Latvian",40,"CEO",60,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters","Law & Economics (incl. business sciences)",9,7,2,false,0,true,3,true,"To have a strong focus on a group of people that I strongly identify with (e.g., friends, colleagues, club, community)",600,90000,false,2,"Colleagues",1,"Data Governance","Data Engineer",true,"leader name","2020-07-01",false,"N/A","N/A",,"Pre-seed","url_project","url_project_linkedin","A personal finance management tool for independent workers",true,true,,false,2,"Excellent",13,0,800000,1200000,11,false,"Dave.com",3,"UK","London","UK",true,"Portify","Service",2,false,250000000000,50,"Tech","Machine Learning algorithm patents","2023-10-01",true,"M&A","MBO","[""Incubators/accelerators"",""Media"",""Suppliers""]","N/A",5,"All looks good","project","questionnaireid","founder"
"Name founder","Male",41,"email","url_linkedin_profile","proyect name","Financial Services","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Combination of both of the above",15,"Chinese",16,"CDO",40,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Law & Economics (incl. business sciences)",15,12,3,false,0,true,10,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",0,100,false,2,"Colleagues",1,"data governance","data engineer",true,"leader name","2020-07-01",false,"N/A","N/A",,"Pre-seed","url_project","url_project_linkedin","A personal financial management tool for independent workers",true,true,,false,2,"Excellent",13,0,800000,1200000,11,false,"www.dave.com",3,"UK","london","UK",true,"Portify","Service",2,false,250000000000,50,"Tech","machine learning algorithm patents","2023-10-01",true,"M&A","MBO","[""Incubators/accelerators"",""Media"",""Suppliers""]","no",4,"Looks good","project","questionnaireid","founder"
"Name founder","Female",48,"email","url_linkedin_profile","proyect name","Commerce and Shopping","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",5,"Spanish",30,"COO",40,false,"[""Other ventures""]",true,"To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters","Law & Economics (incl. business sciences)",23,0,9,false,0,true,40,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",4000,60000,false,3,"Incubator",1,"To keep improving the interpersonal skills as the team is growing with the mindset that the greatest asset to a company is a dedicated team that enjoys working here","Hire a marketing analyst after the 1st round of investment as we would dedicate 50% of the round to the marketing department and it is important to analyze and control the kpis thoroughly",true,"leader name","2019-09-01",true,"Ltd (Spanish S.L.)","2019-12-18","Product-Market fit","Pre-seed","url_project","url_project_linkedin","A premium digital personal care brand for men.",true,true,"B2C",true,15,"Excellent",1,23000,350000,550000,18,true,"Hims.com",3,"Spain","Bilbao","Spain",true,"Biotherm homme, kiehl’s","Service",5,false,38544000000,7,"Marketing","Front+back end Web development, algorithm for skin diagnosis in the making","2021-06-01",false,"N/A","Offer a partnership to one of our laboratory to keep building the brand together","[""Suppliers"",""Investors"",""Incubators/accelerators"",""Public Institutions""]","We are three women entrepreneurs who are not afraid to dream big and want to revolutionize the male beauty industry. Are you in?",4,"N/A","project","questionnaireid","founder"
